,id,event,source,text,lang,lang_conf,class_label
17088,575765488631939072,2015_vanuatu_cyclone,crisisnlp-cf,RT @USEmbassySuva: The United States Stands with Kiribati after Typhoon Pam: http://t.co/nR6dIIRBnv http://t.co/mIgHFS62ZJ,en,,not_informative
17091,591902819445284864,2015_nepal_earthquake,crisisnlp-cf,"Death toll rises to over 1,100 in Nepal earthquake | Fox News Video ‡_ü8 http://t.co/9d3wJXRBI5",en,,informative
17096,591903064535105536,2015_nepal_earthquake,crisisnlp-cf,"RT @baxiabhishek: When you take an #Uber next, enter the  promo code 'HELPNEPAL' to contribute ‰â_10. https://t.co/sBUNHBSrTH #NepalEarthquake",en,,informative
17099,451188246249472000,2014_chile_earthquake,crisisnlp-cf,I pray for your country #PrayForChile,en,1.0,informative
17103,575741927443841024,2015_vanuatu_cyclone,crisisnlp-cf,"State of emergency declared in #Vanuatu as country begins to recover from strong, deadly #CyclonePam - @UNICEF, @AFP, @CNN",en,,informative
17104,382829221539639296,2013_pakistan_earthquake,crisisnlp-cf,Drop like an EARTHQUAKE ðŸ˜‚ with Jordyn Carboni ! RORO AND SOPHY #twerk #earthquake #roroandsophy https://t.co/u83SNyMNql,en,0.4046472907066345,not_informative
17106,591902822783815680,2015_nepal_earthquake,crisisnlp-cf,"Powerful quake kills nearly 1800 people in Nepal, toll expected to rise http://t.co/wOnxZ8pRwK",en,,informative
17108,575740528622329856,2015_vanuatu_cyclone,crisisnlp-cf,RT @vxnxssahudgxns: there's a pacific cyclone coming to my country ‡_¢8,en,,informative
17110,382832173742850048,2013_pakistan_earthquake,crisisnlp-cf,Pakistan quake survivors struggle to cope http://t.co/shgwaoZB1U #Earthquake #video,en,1.0,informative
17115,591903285675626496,2015_nepal_earthquake,crisisnlp-cf,hello dear brothers and sisters friend's..... pray for nepal http://t.co/Ql2c8tLZsY,en,,informative
17123,591903242835120128,2015_nepal_earthquake,crisisnlp-cf,"RT @msnindia: RT @BT_India: SpiceJet says full refund, re-scheduling for #Kathmandu flights #earthquake http://t.co/QTTab4hLN2",en,,informative
17129,575737966582108161,2015_vanuatu_cyclone,crisisnlp-cf,#Entertainment #Buzz Custom Pam Anderson neck plate Strat/Telecaster http://t.co/RLl2OHD5GU #Buy #Discount,en,,not_informative
17130,382829977320038400,2013_pakistan_earthquake,crisisnlp-cf,More than 270 killed in huge #Pakistan quake.,en,1.0,informative
17137,503643368237580288,2014_california_earthquake,crisisnlp-cf,3 yr old Kepler of Napa helping #nbcbayarea photog Robert get video of earthquake anchor that saved Eye Spy office http://t.co/WqCrjvsqpn,en,,informative
17141,382832922627039232,2013_pakistan_earthquake,crisisnlp-cf,@ShkhRasheed @AQpk @MubasherLucman @HamidMirGEO  @ZaidZamanHamid @najamsethi    #Pakistan is at war with #india &amp; #USA  .,en,1.0,not_informative
17144,591903118008274944,2015_nepal_earthquake,crisisnlp-cf,RT @MEAIndia: We have set up a handle for Control Room @MEAcontrolroom for #NepalQuake. You can tweet to the handle or email controlroom@me‰Û_,en,,informative
17145,451189275279646721,2014_chile_earthquake,crisisnlp-cf,"RT @weatherchannel: Just in: 5.6 #earthquake struck Iwate Prefecture, northern Japan at 7:22pm US EDT; same area is seeing mini #tsunami fräó_",en,1.0,informative
17154,575787625061048320,2015_vanuatu_cyclone,crisisnlp-cf,may i spam a bit ?  - CyClone Joker^^- http://t.co/7d4R6hU1k3,en,,not_informative
17158,503643210288496643,2014_california_earthquake,crisisnlp-cf,RT @ChimneyRockWine: Do you want to help wineries who need help?  Here's one way you can:  Napa Earthquake Volunteers http://t.co/Q87rF7GzYâ€¦,en,,informative
17159,382830586135474178,2013_pakistan_earthquake,crisisnlp-cf,Plz help the victims of #earthquack hit areas of #Awaran &amp; #Kech by depositing your donations at the donation camp of #PkMAP.,en,1.0,informative
17162,575761546627825665,2015_vanuatu_cyclone,crisisnlp-cf,GoogleTrend 1:UFC 2:BristolPalin 3:MichiganStateBasketball 4:Pi 5:Cinderella2015 6:FridayThe13th 7:Vanuatu http://t.co/QcUxLApFvF,en,,not_informative
17163,382832872278593536,2013_pakistan_earthquake,crisisnlp-cf,"@BBCBreaking: At least 328 people are known to have died in powerful #earthquake in Pakistan, hundreds more injured http://t.co/ZaYn3ayQWv",en,1.0,informative
17168,503643971193544704,2014_california_earthquake,crisisnlp-cf,More than 120 injured as quake strikes heart of California wine country â€“ MontrealÂ Gazette http://t.co/JxHkaWDwqv,en,,informative
17171,382827203009855488,2013_pakistan_earthquake,crisisnlp-cf,My Misbah fan friend texted me that the new island should be named MisbahAbad #earthquake #Cricket,en,1.0,informative
17175,591903255694741505,2015_nepal_earthquake,crisisnlp-cf,"@MaheshNBhatt RT @GlobalGiving: If you're trying to locate friends and family in Nepal, try (cont) http://t.co/v3vqnEy8TB",en,,informative
17178,591902753611321345,2015_nepal_earthquake,crisisnlp-cf,RT @ShivAroor: Best story ever :) 4-month-old baby survives 24-hrs under rubble in Nepal. Nepal Army rescues. http://t.co/4wmBkCVmqd http:/‰Û_,en,,informative
17180,382831248466780161,2013_pakistan_earthquake,crisisnlp-cf,"RT @QuakeFactor: QuakeFactor M 6.8, near the coast of southern Peru: Wednesday, September 25, 2013 16:42:42... http://t.co/0Vr9NMMJGx #eartâ€¦",en,1.0,informative
17182,575769199496159232,2015_vanuatu_cyclone,crisisnlp-cf,#Latest Vanuatu development wiped out by 'monster' Cyclone Pam http://t.co/jZJcwmcklB #AlJazeera,en,,informative
17185,382813440655376384,2013_pakistan_earthquake,crisisnlp-cf,"RT @SaimaMohsin: 264 dead, more than 400 injured in 7.7 magnitude quake very close to surface - #Awaran #Balochistan worst affected",en,1.0,informative
17192,451190081882427392,2014_chile_earthquake,crisisnlp-cf,"@Floridaline @dnarc44 (4/4) indeed, the NDE and OBE will be natural phenomenon when science understand &amp; accept them.",en,1.0,not_informative
17196,575765758560464896,2015_vanuatu_cyclone,crisisnlp-cf,(‰ª´ Yondii Matos ‰ª´) Thousands Wait for Relief in Vanuatu as Death Toll Inches Up: Thousa... http://t.co/dFchrGkv6d (‰ª´ Yondii Matos ‰ª´),en,,informative
17197,503644314262851584,2014_california_earthquake,crisisnlp-cf,RT @garyvee: My thoughts are with everyone in the NAPA valley area ... #earthquake,en,,informative
17199,575769501033091073,2015_vanuatu_cyclone,crisisnlp-cf,RT @pamelamuldoon: Pam's rock! Luv this list! :-) RT @NikkiElizDemere: @MaelRoth @PamDidner @PamMktgNut @pamelamuldoon That's a lot of Pams‰Û_,en,,not_informative
17205,575770431828836352,2015_vanuatu_cyclone,crisisnlp-cf,RT @AucklandCDEM: PLEASE RT - CYCLONE PAM: FOLLOW US FOR THE LATEST INFORMATION IN AUCKLAND.  REGULAR UPDATES THIS WEEKEND. http://t.co/vai‰Û_,en,,informative
17212,591903306479460352,2015_nepal_earthquake,crisisnlp-cf,"RT @oxfamgb: We're in Nepal aiming to help 350,000 people hit by the earthquake, providing clean water, toilets &amp; shelter.  https://t.co/9q‰Û_",en,,informative
17221,591902806589702144,2015_nepal_earthquake,crisisnlp-cf,"New: Nepal earthquake: death toll climbs past 4,000 with many more missing ‰ÛÒ rolling report http://t.co/AeHxWbQ8J1 #follow Go to ‰Û_ world_‰Û_",en,,informative
17223,591903055978696704,2015_nepal_earthquake,crisisnlp-cf,Nepal Earthquake: Incredible Pictures From Everest Base Camp http://t.co/xfT94Khfch via @WSJIndia,en,,informative
17225,591903103638724608,2015_nepal_earthquake,crisisnlp-cf,"RT @nepalitimes: After 82 hours,Rishi Khanal is pulled out alive from underneath fallen floors http://t.co/kKCiImlIau #NepalEarthquake http‰Û_",en,,informative
17226,451189647562272768,2014_chile_earthquake,crisisnlp-cf,RT @_LePakeh: BREAKING: #TSUNAMI HITS #CHILE CAUSING MASS DESTRUCTION. AFTER MASSIVE 8.2 QUAKE. http://t.co/VhwZ5m7m50,en,1.0,informative
17229,575769468833374209,2015_vanuatu_cyclone,crisisnlp-cf,‰_Ù Cyclone Pam: dozens feared dead in Vanuatu outer islands #CyclonePam 436 http:‰_Ù http://t.co/033OqNBd9k,en,,informative
17236,503644369065218049,2014_california_earthquake,crisisnlp-cf,Napa earthquake hastens California calls for early warning system: Dianne Feinstein joins renewed calls for qu... http://t.co/uF06qtaF27,en,,informative
17239,591902953985933312,2015_nepal_earthquake,crisisnlp-cf,RT @Letterman: Help the survivors of the #NepalQuake by donating to the World Food Programme's emergency relief fund now. http://t.co/CTOZK‰Û_,en,,informative
17241,575784890186272768,2015_vanuatu_cyclone,crisisnlp-cf,RT @PresNixonUSA: Our prayers go out to our friends in Vanuatu.,en,,informative
17242,451188324334850048,2014_chile_earthquake,crisisnlp-cf,"RT @WorldVisionUSA: With nearly a million people evacuating amidst tsunami warnings and 60 aftershocks, World Vision is working to assess täó_",en,1.0,informative
17251,498512513399402496,2014_india_floods,crisisnlp-cf,"Deaths Climb from India, Nepal Floods #jobs #news #career #jobsila #India http://t.co/FKbS71dNos",en,1.0,informative
17252,575764707857993728,2015_vanuatu_cyclone,crisisnlp-cf,RT @johnspatricc: åÈ http://t.co/Bv1XJBFGzQ Content islands of Vanuatu now in need #Vanuatu  409,en,,informative
17264,451189219034021889,2014_chile_earthquake,crisisnlp-cf,"RT @MegaRoyston: Another morning , another devastating natural calamity. I just hope everyone is fine  #PrayForChile",en,1.0,informative
17268,591903020897579008,2015_nepal_earthquake,crisisnlp-cf,RT @planemad: Over 110 volunteers tracing thousands of kms of mountain roads and trails for Nepal right now on http://t.co/Wlxt8lYVWJ #Nepa‰Û_,en,,informative
17269,591903006477537280,2015_nepal_earthquake,crisisnlp-cf,RT @RCAonline: There's a lot to pray for out there. Join us in lifting up the people of #Nepal and #Baltimore.,en,,informative
17271,591902757532999680,2015_nepal_earthquake,crisisnlp-cf,RT @insanneha: #MSGHelpEarthquakeVictims  Indian prime minister Narendra Modi has ordered an immediate dispatch of relief and medical teams‰Û_,en,,informative
17276,382831899615297537,2013_pakistan_earthquake,crisisnlp-cf,Karachi: Dead body of 14-year-old #girl recovered from Sea View #Pakistan,en,1.0,informative
17278,382830716582510592,2013_pakistan_earthquake,crisisnlp-cf,RT @SN_Bugti: @BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http://t.co/ziFpxSQZNSâ€¦,en,1.0,informative
17279,451189031020531712,2014_chile_earthquake,crisisnlp-cf,I'm extending my prayers for those affected by the recent earthquake happened in Chile #PrayForChile http://t.co/FnXPjDdPXn,en,1.0,informative
17297,591902967810236416,2015_nepal_earthquake,crisisnlp-cf,"RT @IsraelHatzolah: BREAKING: Due to problems with the landing in Kathmandu, Nepal. #IDF rescue teams will be delayed in Israel for another‰Û_",en,,informative
17305,382837044109537280,2013_pakistan_earthquake,crisisnlp-cf,Every time somebody try to outshine my speakers I put em back in they place. #earthquake,en,1.0,not_informative
17308,575764452265480192,2015_vanuatu_cyclone,crisisnlp-cf,Power's cut. Pam is making a dramatic entrance.,en,,not_informative
17311,451188788627517440,2014_chile_earthquake,crisisnlp-cf,"RT @anthonysegaert7: Chilean officials say two people are now dead, with three seriously injured, following massive earthquake off coast ofäó_",en,1.0,informative
17317,575740514894413824,2015_vanuatu_cyclone,crisisnlp-cf,Race to aid Vanuatu cyclone victims http://t.co/hBSbFB6GLr,en,,informative
17336,451189529320632320,2014_chile_earthquake,crisisnlp-cf,Massive #EarthquakeChile reads 8.2 causing widespread #tsunami warnings. Prayers to the continent and country!,en,1.0,informative
17338,382833167063089152,2013_pakistan_earthquake,crisisnlp-cf,@ZaidZamanHamid #TTP stands for Terrorist Tactics against #Pakistan,en,1.0,not_informative
17339,591903106536853504,2015_nepal_earthquake,crisisnlp-cf,State Dept Confirm that 3 U.S. citizens died in Nepal on April 25. US expresses its deepest condolences to family &amp; friends of victims.,en,,informative
17340,498515086328086528,2014_india_floods,crisisnlp-cf,"Flood in Rishikesh, India claims 5 lives: Flood in Rishikesh, India has claimed lives of at least fi... http://t.co/5h3Hf6fEf2 #Disaster",en,1.0,informative
17343,575769232220164098,2015_vanuatu_cyclone,crisisnlp-cf,Vanuatu Red Cross president Hannington Alatoa said: 'Effectively the whole country... is flattened. #redcross http://t.co/u1fodLS67N,en,,informative
17344,451189497972420609,2014_chile_earthquake,crisisnlp-cf,"äóì@RT_com: #Tsunami warning is now in effect for #Chile and #Peru, following the 7.8 quake on Wednesday http://t.co/Q7kg4ztqU9äó nussa!",en,1.0,informative
17346,575768676764356609,2015_vanuatu_cyclone,crisisnlp-cf,RT @_ScienceStory: Tropical Cyclone Olwyn landfalls as NASA's Terra satellite flies overhead #science http://t.co/6W0z9NUIJJ http://t.co/Q5‰Û_,en,,informative
17350,591903020897542145,2015_nepal_earthquake,crisisnlp-cf,RT @Suriyaofflfans: Google has created person finder page for #NepalQuake  http://t.co/twEmt8hqZF Retweet please or share @Suriya_offl http‰Û_,en,,informative
17356,591902803745964032,2015_nepal_earthquake,crisisnlp-cf,"RT @NST_Online: Nepalese Home Ministry says quake death toll has reached 1,805. #BreakingNews #NepalEarthquake #nst170 http://t.co/hmJoov6F‰Û_",en,,informative
17360,503643327632519168,2014_california_earthquake,crisisnlp-cf,Earthquake is Major Test for Hard-Luck California City: The historic blue-collar town of Vallejo is a short di... http://t.co/DlfuGvEg0D,en,,informative
17361,575781047436079104,2015_vanuatu_cyclone,crisisnlp-cf,RT @AucklandCity_FC: VANUATU | @vanuafoot @HIResortVanuatu @V4NU4TU Thoughts with all our great friends in Vanuatu at this difficult time h‰Û_,en,,not_informative
17365,503643931125374977,2014_california_earthquake,crisisnlp-cf,Quake Damage - Drone Video Offers Aerial View of Napa Quake Damage http://t.co/H71M94QLYN #earthquake #napa #damage #napaquake #patch #drone,en,,informative
17366,382834176783036416,2013_pakistan_earthquake,crisisnlp-cf,"Comparing Imran khan with Zaid Hamid; i guess latter still makes way more sense than Imran khan, have to admit. #Pakistan #TTP #PTI",en,1.0,not_informative
17372,575767596739358720,2015_vanuatu_cyclone,crisisnlp-cf,Vanuatu on our minds. Its people on our hearts. What hurricane pam wiped out we shall build with courage &amp; love. Support Vanuatu today.,en,,informative
17374,498501200904331264,2014_india_floods,crisisnlp-cf,"Flooding in Nepal, India Kills At Least 180 #jobs #news #career #jobsila # http://t.co/wjcCVSxOJu",en,1.0,informative
17376,575794585223307264,2015_vanuatu_cyclone,crisisnlp-cf,"Cyclone Nathan is moving away from the Queensland coast but everything I can see, it turns around &amp; hits again on Thursday night. #Nathan",en,,informative
17394,575787071983382530,2015_vanuatu_cyclone,crisisnlp-cf,RT @HumanityRoad: #Vanuatu President appeals for international help after Cyclone Pam http://t.co/WZbVC9AWg8 via http://t.co/UAo2d4PNuG #TC‰Û_,en,,informative
17395,498507047835406336,2014_india_floods,crisisnlp-cf,#flood #disaster 300000 displaced and 45 killed in Eastern India floods - eNCA: 300000 displaced and 45 killed... http://t.co/puQSt6W9wx,en,1.0,informative
17396,498499666284396544,2014_india_floods,crisisnlp-cf,"Deaths Climb From India, Nepal Floods http://t.co/0zvgsGYE5H http://t.co/8F2zjKI63f #india #asia",en,1.0,informative
17401,575788155963490304,2015_vanuatu_cyclone,crisisnlp-cf,I think I just found my little crack. #Rory #Survivor #Vanuatu http://t.co/WirVfawi1F,en,,informative
17404,451190372610609152,2014_chile_earthquake,crisisnlp-cf,@ohgali: so we might die bc there was a 8.3 earthquake in chile &amp; we're alined &amp; there might be a tsunami &amp; after shocks à_£1 bff stfu ._.,en,1.0,informative
17407,451189499599794176,2014_chile_earthquake,crisisnlp-cf,Why's he holdin up a Texas flag in Chile? -mao #PrayForChile #tlot #tcot #lnyhbt #teaparty #uniteblue http://t.co/ROL3e6N2bs,en,1.0,not_informative
17413,591902903306211328,2015_nepal_earthquake,crisisnlp-cf,RT @MadihaAbidAli: Incredible images show baby pulled from rubble 22 hours after Nepal earthquake  http://t.co/oVKkNODlvR,en,,informative
17415,498498650415587328,2014_india_floods,crisisnlp-cf,RT @bbcweather: Reports say at least 160 have died in floods across Nepal and N India.  http://t.co/S3ErKhXwuK  And there's more rain to co‰Û_,en,1.0,informative
17418,382832589410533376,2013_pakistan_earthquake,crisisnlp-cf,"M6.7 - 81km NE of L'Esperance Rock, New Zealand  2013-09-30 14:55:54 JST  http://t.co/2X0RplMThk #earthquake #sismo http://t.co/fXUxWJrnTw",en,0.3519658744335174,informative
17419,382827625837625344,2013_pakistan_earthquake,crisisnlp-cf,RT @SAMAATV: Two female students found shot dead in #Gujranwala | SAMAA TV http://t.co/0n7M2KTppw #pakistan,en,0.5408927202224731,not_informative
17425,503643044827394048,2014_california_earthquake,crisisnlp-cf,RT @mandari6: England GBR Newcastle upon Tyne http://t.co/yTujyhMdjZ BREAKING NEWS 965 California earthquake California earthquake: Most poâ€¦,en,,informative
